date_price,open,high,low,close,volume,macd,macds,macdh
2023-05-13 00:00:00,0.422367,0.430935,0.422367,0.430935,1316061803.3985696,0.0,0.0,0.0
2023-05-13 04:00:00,0.431633,0.431633,0.427312,0.427312,1253670650.615475,-8.128525641032391e-05,-4.5158475783513286e-05,-3.612678062681063e-05
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,-0.0001048449582669031,-6.962014893244353e-05,-3.522480933445957e-05
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,-5.970047096603981e-05,-6.625982441807912e-05,6.559353452039314e-06
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,-0.0001312447559190244,-8.559137234196813e-05,-4.565338357705627e-05
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,-9.284956777722009e-05,-8.755874685278108e-05,-5.290820924439007e-06
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,-0.0001642521895500182,-0.00010696781120457859,-5.72843783454396e-05
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,-0.0002275140499652939,-0.0001359373392513008,-9.157671071399309e-05
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,-0.0001614387175314369,-0.00014182828414700227,-1.9610433384434632e-05
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,-0.00014271143106941997,-0.00014202616032423234,-6.852707451876331e-07
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,-2.1745030092557016e-05,-0.00011570933630823102,9.3964306215674e-05
2023-05-14 20:00:00,0.431027,0.431027,0.426413,0.426413,392826025.7146381,-8.283407383008479e-05,-0.00010864910866319805,2.5815034833113264e-05
2023-05-15 00:00:00,0.425761,0.427468,0.425761,0.427468,385992109.526193,-6.744551609666471e-05,-9.992899693802468e-05,3.248348084135997e-05
2023-05-15 04:00:00,0.42655,0.429092,0.423505,0.429092,481758840.840274,3.906982260620806e-05,-7.08503401801631e-05,0.00010992016278637117
2023-05-15 08:00:00,0.428687,0.430735,0.427867,0.427867,613120716.7956654,4.620641889491184e-05,-4.65852359076497e-05,9.279165480256154e-05
2023-05-15 12:00:00,0.426401,0.429161,0.426401,0.427573,687860508.0605507,3.320985677934818e-05,-3.016400069021126e-05,6.337385746955945e-05
2023-05-15 16:00:00,0.426183,0.42668,0.426183,0.42668,740328478.6644222,-3.237686970020137e-05,-3.061676994954744e-05,-1.7600997506539345e-06
2023-05-15 20:00:00,0.426637,0.426937,0.426637,0.42679,776371988.3966737,-7.527274885466007e-05,-3.971180735892107e-05,-3.5560941495738994e-05
2023-05-16 00:00:00,0.42841,0.429354,0.427957,0.428908,825806498.1413949,2.8544100943717066e-05,-2.586101474006686e-05,5.440511568378393e-05
2023-05-16 04:00:00,0.428405,0.428405,0.422718,0.425039,838149318.9626894,-0.0001439820575507289,-4.9760768705211536e-05,-9.422128884551737e-05
2023-05-16 08:00:00,0.42488,0.425979,0.424693,0.424693,776894762.0029932,-0.0002984458910934018,-9.996080681055948e-05,-0.00019848508428284232
2023-05-16 12:00:00,0.426262,0.426262,0.421671,0.421671,839868526.5434452,-0.0006171818660859474,-0.00020417397613106325,-0.00041300788995488416
2023-05-16 16:00:00,0.422122,0.42216,0.421878,0.421878,848629557.9818432,-0.0008429967399548044,-0.00033269719607849927,-0.0005102995438763052
2023-05-16 20:00:00,0.422104,0.423668,0.422104,0.423668,836803696.9094476,-0.0008853751254474518,-0.0004437572482201091,-0.0004416178772273427
2023-05-17 00:00:00,0.423788,0.436946,0.423788,0.436946,1063961406.8159419,1.4975713033826832e-05,-0.00035166273272674433,0.00036663844576057116
2023-05-17 04:00:00,0.44081,0.455668,0.44081,0.454799,1373168953.6966746,0.0019692532461598744,0.00011392762355827067,0.0018553256226016036
2023-05-17 08:00:00,0.459394,0.459394,0.449017,0.449017,1543301810.1905954,0.003059059800743058,0.0007043816893260341,0.002354678111417024
2023-05-17 12:00:00,0.4495,0.4495,0.445164,0.445164,1621540021.8957093,0.0035976527255847657,0.001284157345794883,0.0023134953797898828
2023-05-17 16:00:00,0.445788,0.446723,0.440349,0.440349,1721499374.548424,0.0036289454642649543,0.001753841770933532,0.0018751036933314224
2023-05-17 20:00:00,0.441012,0.447619,0.441012,0.447619,1803067726.0531185,0.004139275967964651,0.0022315199472801475,0.0019077560206845032
2023-05-18 00:00:00,0.448925,0.448925,0.446769,0.447691,1641651715.4635224,0.004495167012815826,0.002684698166357145,0.001810468846458681
2023-05-18 04:00:00,0.448733,0.448733,0.444189,0.446752,1340052063.1883404,0.004652119691422707,0.0030784944689448467,0.0015736252224778603
2023-05-18 08:00:00,0.44812,0.448163,0.445419,0.445419,1191082399.1997468,0.004622343667644024,0.0033874601389431934,0.001234883528700831
2023-05-18 12:00:00,0.447774,0.465714,0.445823,0.465714,1392985554.8078525,0.006056936700397864,0.003921626305658871,0.002135310394738993
2023-05-18 16:00:00,0.467175,0.468088,0.464844,0.464844,1402331722.9382207,0.0070439339512980426,0.004546341249274144,0.002497592702023899
2023-05-18 20:00:00,0.461231,0.462895,0.453762,0.453762,1461207184.9351132,0.006901509980889842,0.005017527904409111,0.0018839820764807308
2023-05-19 00:00:00,0.458272,0.463218,0.458272,0.463218,1511866848.49897,0.0074249122157215575,0.005499129797671473,0.0019257824180500841
2023-05-19 04:00:00,0.460764,0.464801,0.460367,0.464801,1591180146.8970478,0.007869180739066006,0.005973238454465951,0.0018959422846000556
2023-05-19 08:00:00,0.466759,0.467667,0.464005,0.464005,1635114960.5614257,0.008065886608055794,0.006391837636902959,0.0016740489711528353
2023-05-19 12:00:00,0.461594,0.464676,0.461594,0.464676,1330143254.1280918,0.0081785210529991,0.006749221824628944,0.0014292992283701554
2023-05-19 16:00:00,0.464639,0.468628,0.464639,0.468628,1356857207.7112026,0.008475738014939838,0.0070945617855346504,0.0013811762294051871
2023-05-19 20:00:00,0.466107,0.469249,0.466107,0.46833,1265398554.77653,0.008588331218325362,0.007393341089424972,0.0011949901289003903
2023-05-20 00:00:00,0.465793,0.46901,0.465793,0.46901,1203165079.3727944,0.008630473117693993,0.007640784335193446,0.0009896887825005469
2023-05-20 04:00:00,0.468877,0.468877,0.465353,0.465888,1088398186.80221,0.008323346994511649,0.007777304299910961,0.0005460426946006878
2023-05-20 08:00:00,0.465832,0.465832,0.464371,0.464736,955478199.7213597,0.007898313466839335,0.007801507187481068,9.680627935826705e-05
2023-05-20 12:00:00,0.465724,0.466532,0.465118,0.466532,863775336.3183813,0.007614492881118706,0.007764103022863682,-0.00014961014174497567
2023-05-20 16:00:00,0.468377,0.468553,0.467638,0.468553,626781413.7883089,0.0074623065201011585,0.007703742039692546,-0.0002414355195913872
2023-05-20 20:00:00,0.467684,0.469203,0.467055,0.468792,551711079.2132924,0.007276386416734226,0.007618269008988602,-0.0003418825922543757
2023-05-21 00:00:00,0.46851,0.471196,0.468403,0.471196,513258753.6280495,0.007235244211077074,0.007541662682703766,-0.00030641847162669184
2023-05-21 04:00:00,0.469389,0.470775,0.469389,0.470049,477534617.79153734,0.007030614435938887,0.0074394515745451065,-0.0004088371386062198
2023-05-21 08:00:00,0.468966,0.470967,0.468966,0.470967,451263802.12529945,0.00686187116174547,0.007323934173009621,-0.0004620630112641515
2023-05-21 12:00:00,0.47008,0.470236,0.468265,0.468265,457686668.39715785,0.006439401132528666,0.007147025948965562,-0.000707624816436896
2023-05-21 16:00:00,0.46741,0.46741,0.466145,0.46733,496120686.26056945,0.005961503726183592,0.006909919771753836,-0.0009484160455702434
2023-05-21 20:00:00,0.460536,0.460536,0.457615,0.459618,553589504.7413003,0.004912820105012927,0.006510497503380458,-0.0015976773983675304
