date_price,open,high,low,close,volume,rs_14,rsi_14
2023-05-13 00:00:00,0.422367,0.430935,0.422367,0.430935,1316061803.3985696,,
2023-05-13 04:00:00,0.431633,0.431633,0.427312,0.427312,1253670650.615475,0.0,0.0
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,0.0,0.0
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,0.4667954284718417,31.824167120439242
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,0.25465229821645713,20.29664302838775
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,0.624022882121012,38.42451291733177
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,0.42613793345558715,29.880555271609566
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,0.401993978393352,28.673017472872914
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,0.7473213384553745,42.76954227068524
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,0.6777573726856964,40.39662609860957
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,1.012866086266899,50.31959618065703
2023-05-14 20:00:00,0.431027,0.431027,0.426413,0.426413,392826025.7146381,0.6760545051972725,40.33606920902018
2023-05-15 00:00:00,0.425761,0.427468,0.425761,0.427468,385992109.526193,0.8143447145601775,44.88368213741489
2023-05-15 04:00:00,0.42655,0.429092,0.423505,0.429092,481758840.840274,1.0435948932021641,51.06662267916158
2023-05-15 08:00:00,0.428687,0.430735,0.427867,0.427867,613120716.7956654,0.8797592877614795,46.80169921166583
2023-05-15 12:00:00,0.426401,0.429161,0.426401,0.427573,687860508.0605507,0.8454539099098236,45.8127892205737
2023-05-15 16:00:00,0.426183,0.42668,0.426183,0.42668,740328478.6644222,0.7498136982079993,42.85105888563397
2023-05-15 20:00:00,0.426637,0.426937,0.426637,0.42679,776371988.3966737,0.7648200976193261,43.33700067508517
2023-05-16 00:00:00,0.42841,0.429354,0.427957,0.428908,825806498.1413949,1.0759877586995166,51.830159122593244
2023-05-16 04:00:00,0.428405,0.428405,0.422718,0.425039,838149318.9626894,0.6674275642732609,40.02737981389648
2023-05-16 08:00:00,0.42488,0.425979,0.424693,0.424693,776894762.0029932,0.6438815839248314,39.168367735316984
2023-05-16 12:00:00,0.426262,0.426262,0.421671,0.421671,839868526.5434452,0.483456274914626,32.58985674804937
2023-05-16 16:00:00,0.422122,0.42216,0.421878,0.421878,848629557.9818432,0.501835510711597,33.41481188401373
2023-05-16 20:00:00,0.422104,0.423668,0.422104,0.423668,836803696.9094476,0.6729925709390944,40.22687145354902
2023-05-17 00:00:00,0.423788,0.436946,0.423788,0.436946,1063961406.8159419,2.040277841236031,67.10826930233955
2023-05-17 04:00:00,0.44081,0.455668,0.44081,0.454799,1373168953.6966746,4.0200825791400066,80.08000895930859
2023-05-17 08:00:00,0.459394,0.459394,0.449017,0.449017,1543301810.1905954,2.3780206179031063,70.3968651138445
2023-05-17 12:00:00,0.4495,0.4495,0.445164,0.445164,1621540021.8957093,1.8389649438065092,64.77589474355428
2023-05-17 16:00:00,0.445788,0.446723,0.440349,0.440349,1721499374.548424,1.4090925994480574,58.490595163128724
2023-05-17 20:00:00,0.441012,0.447619,0.441012,0.447619,1803067726.0531185,1.7891847127131553,64.14722928022724
2023-05-18 00:00:00,0.448925,0.448925,0.446769,0.447691,1641651715.4635224,1.793238599605244,64.19926317281576
2023-05-18 04:00:00,0.448733,0.448733,0.444189,0.446752,1340052063.1883404,1.6966382579902006,62.91679104392378
2023-05-18 08:00:00,0.44812,0.448163,0.445419,0.445419,1191082399.1997468,1.5675432753294056,61.05226308710594
