open,high,low,close,volume,PP,R1,S1,R2,S2,R3,S3
0.509209,0.509209,0.506793,0.507027,1145253116.9174182,0.5076763333333334,0.5085596666666667,0.5061436666666668,0.5100923333333334,0.5052603333333334,0.5109756666666667,0.5037276666666668
0.507186,0.507777,0.50668,0.507777,1124805130.2696104,0.5074113333333333,0.5081426666666666,0.5070456666666666,0.5085083333333333,0.5063143333333333,0.5092396666666666,0.5059486666666666
0.508316,0.508765,0.507183,0.507183,1110589709.5038817,0.5077103333333334,0.5082376666666667,0.5066556666666667,0.5092923333333333,0.5061283333333334,0.5098196666666667,0.5050736666666668
0.507047,0.507289,0.506976,0.506976,1093426368.9357085,0.5070803333333332,0.5071846666666665,0.5068716666666665,0.5073933333333333,0.5067673333333332,0.5074976666666665,0.5065586666666665
0.507631,0.509393,0.507631,0.509393,1082274858.2765841,0.5088056666666667,0.5099803333333334,0.5082183333333334,0.5105676666666666,0.5070436666666668,0.5117423333333333,0.5064563333333335
0.50925,0.510312,0.509017,0.510312,1069822787.1248673,0.5098803333333333,0.5107436666666665,0.5094486666666665,0.5111753333333331,0.5085853333333333,0.5120386666666664,0.5081536666666666
0.51093,0.512103,0.51093,0.511857,1068075524.4239367,0.5116299999999999,0.5123299999999998,0.5111569999999999,0.512803,0.5104569999999999,0.5135029999999998,0.5099839999999999
0.511031,0.511769,0.510738,0.511769,1054381631.1351463,0.5114253333333334,0.5121126666666668,0.5110816666666668,0.5124563333333335,0.5103943333333334,0.5131436666666668,0.5100506666666668
0.511903,0.511903,0.510242,0.510242,1027174879.201805,0.5107956666666666,0.5113493333333333,0.5096883333333333,0.5124566666666667,0.5091346666666666,0.5130103333333333,0.5080273333333333
0.509347,0.510362,0.509347,0.510203,1006743616.1571406,0.5099706666666667,0.5105943333333334,0.5095793333333334,0.5109856666666666,0.5089556666666667,0.5116093333333334,0.5085643333333334
0.509309,0.51043,0.509309,0.509661,1007847733.141486,0.5097999999999999,0.5102909999999998,0.5091699999999998,0.510921,0.5086789999999999,0.5114119999999999,0.5080489999999998
0.50935,0.509935,0.509074,0.509935,1001245595.4871324,0.509648,0.510222,0.509361,0.5105089999999999,0.508787,0.511083,0.5085
0.510007,0.510007,0.50938,0.509654,996428525.4172299,0.5096803333333334,0.5099806666666667,0.5093536666666668,0.5103073333333333,0.5090533333333335,0.5106076666666667,0.5087266666666669
0.509747,0.510479,0.509747,0.5101,988291014.8626959,0.5101086666666667,0.5104703333333334,0.5097383333333333,0.5108406666666667,0.5093766666666666,0.5112023333333334,0.5090063333333332
0.51035,0.51035,0.509627,0.510143,975684966.3790787,0.5100399999999999,0.5104529999999998,0.5097299999999999,0.5107629999999999,0.509317,0.5111759999999997,0.509007
0.510637,0.516312,0.510637,0.515867,1007891095.0443413,0.5142720000000001,0.5179070000000001,0.5122320000000001,0.5199470000000002,0.5085970000000001,0.5235820000000001,0.5065570000000001
0.516385,0.517085,0.516051,0.517085,1011465809.7514726,0.5167403333333334,0.5174296666666667,0.5163956666666667,0.5177743333333333,0.5157063333333334,0.5184636666666667,0.5153616666666667
0.51699,0.519048,0.516315,0.518096,961693755.8177031,0.5178196666666666,0.5193243333333332,0.5165913333333332,0.5205526666666666,0.5150866666666666,0.5220573333333332,0.5138583333333332
0.519974,0.521164,0.519974,0.521164,915378168.6723068,0.5207673333333334,0.5215606666666667,0.5203706666666668,0.5219573333333333,0.5195773333333334,0.5227506666666666,0.5191806666666668
0.520323,0.524277,0.520323,0.524277,886553230.7338727,0.5229590000000001,0.5255950000000001,0.5216410000000001,0.5269130000000001,0.519005,0.5295490000000002,0.5176870000000001
0.52355,0.524678,0.523462,0.524604,878837062.5351685,0.524248,0.5250340000000001,0.5238180000000001,0.525464,0.523032,0.5262500000000001,0.5226020000000001
0.524523,0.524523,0.522218,0.522218,756680750.1082495,0.5229863333333333,0.5237546666666667,0.5214496666666667,0.5252913333333332,0.5206813333333333,0.5260596666666667,0.5191446666666667
0.52675,0.529184,0.52675,0.528793,902575417.9018945,0.5282423333333334,0.5297346666666667,0.5273006666666668,0.5306763333333333,0.5258083333333334,0.5321686666666666,0.5248666666666668
