date_price,open,high,low,close,volume,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj
2023-05-13 00:00:00,0.422367,0.430935,0.422367,0.430935,1316061803.3985696,100.0,66.66666666666666,66.66666666666666,55.55555555555554,55.55555555555554,88.88888888888889,88.88888888888889
2023-05-13 04:00:00,0.431633,0.431633,0.427312,0.427312,1253670650.615475,53.36714871573531,62.233494016356204,62.233494016356204,57.78153504248909,57.78153504248909,71.13741196409045,71.13741196409045
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,52.92467083962899,59.13055295744712,59.13055295744712,58.231207680808424,58.231207680808424,60.92924351072452,60.92924351072452
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,68.85387437945175,62.37166009811533,62.37166009811533,59.61135848657739,59.61135848657739,67.8922633211912,67.8922633211912
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,42.456291819555304,55.73320400526198,55.73320400526198,58.31864032613892,58.31864032613892,50.56233136350809,50.56233136350809
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,62.37858838765389,57.94833213272595,57.94833213272595,58.195204261667925,58.195204261667925,57.45458787484199,57.45458787484199
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,39.121519533779306,51.67272793307707,51.67272793307707,56.02104548547097,56.02104548547097,42.97609282828928,42.97609282828928
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,35.03129721562732,46.12558436059382,46.12558436059382,52.72255844384525,52.72255844384525,32.931636194090956,32.931636194090956
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,58.18044463630516,50.14387111916426,50.14387111916426,51.862996002284916,51.862996002284916,46.70562135292295,46.70562135292295
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,44.00852343945842,48.098755225928976,48.098755225928976,50.608249076832934,50.608249076832934,43.07976752412105,43.07976752412105
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,100.0,65.39917015061931,65.39917015061931,55.53855610142839,55.53855610142839,85.12039824900116,85.12039824900116
